video_id,author,comment,like_count,published_at,keyword,video_title
W8gwaB_t9wQ,@Reggage,"Man, NAVI PLAYERS DECISION MAKING IS THE WORST 3X DOMINATING THE GAME THEN SUDDENLY THEY COLLAPSE AND LOSING THE GAME.THEY CHOKED SO HARD EVERYTIME.",3,2026-03-29T07:12:23Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@veLL김다현,jir coach aldo nge cast english,0,2026-03-29T05:12:48Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@jessafranco-b9g,Nice maayos na kausap sa interview ang kelra namin 😊,1,2026-03-29T04:54:47Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@mgmantai1714,"id 77897359 My mobile legends account is being stolen by a guy from rangsang barat, Indonesia.",0,2026-03-29T04:41:23Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@Chlydomonas,This also guy can't even speak english properly 🤣,1,2026-03-29T04:37:59Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@mrpink7937,Xyve still got the btr in him😂😂😂,0,2026-03-29T03:50:09Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@Naruto-n9b9i,Translation for Filipino fans❤❤❤❤,0,2026-03-29T03:32:39Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@NovalMd,thnk you,0,2026-03-29T02:07:54Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@OjijErdezap-tl7oz,kung binalagbag lang ang AE paano pa kaya ang ibang team haha,0,2026-03-29T01:05:35Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@gillianml4977,"Bro, fire replace these casters with Arashi and Aterna.",0,2026-03-29T00:08:21Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@cellopain4669,"Kelra just got the good vibes bro. Always smiling, and it’s hard to hate this guy even if you’re his opponent.",32,2026-03-29T00:06:34Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@Looopee981,"At this point, just watch indonesian casters even if you don't understand them😂",0,2026-03-29T00:04:37Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@liztan5417,Watching MPL ID for the first time because of Kelra hahaha 🎉,77,2026-03-28T22:56:07Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@arifinislam2621,"wtf,,  kelra why is he in Indonesia??  I Don't think any gold laner in ID could keep up against him",1,2026-03-28T22:40:38Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@naivelle,It could have been sweep for navi,0,2026-03-28T22:26:42Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@eamoon-zq4hz,Kelra and 4 dogs,0,2026-03-28T20:57:03Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@febmarsescon,Mirko thank you very much for translation ❤ I really wanted to watch kelra doin interview 😂😂,13,2026-03-28T19:58:25Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@Skabadoosh507,"This Onic is strong, could win M8",7,2026-03-28T19:55:55Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@thangminlunthangminlun-zd6pj,"Its hard to watch the game man ,no offense but better change the caster its hard to even watch the game",8,2026-03-28T19:38:21Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@recehgaming803,Andoryou longorrr,0,2026-03-28T18:40:56Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@roysampurna-8,3:45:23 Gold standard for a reason man 🫡🫡,3,2026-03-28T18:33:17Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@S-Z-g2w,"4:31:20 who let this guy cast😂. Bro and they call him coach too, he better stick to his ranked games",2,2026-03-28T17:59:53Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@zenzi_yt,Thank you Mirko for making this watchable ❤,28,2026-03-28T17:38:00Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@mr_c-c24,Gold standard for a reason,12,2026-03-28T17:17:33Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@LetsGooo5000,Today Mirko is the MVP of the tournament for carrying the English castings.Sorry to say but Aldo and Realize please improve next time too much stuttering and low ingame knowledge about the meta and players.Hope the production don’t pair them together so they can improve more,39,2026-03-28T16:44:40Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@xeniwkyohei2034,mahihirapan nga si kelra sa interview nya sa pilipinas haha,1,2026-03-28T16:33:54Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
W8gwaB_t9wQ,@tagapaksiw,Yay,1,2026-03-28T16:22:55Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
S-Kj8-VM-L0,@beginning252,"From all 4 team Today Navi played very well 
Not typical like i have seen in MPL ID they played like PH patiently and Decision based",3,2026-03-27T18:49:19Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
S-Kj8-VM-L0,@Eldenmofo1,How did Harley jgl become popular/meta? Did he or one of his core items get buffed?,5,2026-03-27T14:21:40Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
S-Kj8-VM-L0,@Eldenmofo1,Yss Gold lane better than Yss jgl now?,6,2026-03-27T13:26:43Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
KVQYD7p7TMQ,@Bugoy_ADHD,"Alekk in the roam is a problem, for his team. 😅",0,2026-04-08T14:00:21Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@Bugoy_ADHD,"""lore accurate sora..."" 3:51:01

Wtf kinda lore are you consuming bruh?
Enough fanfic for you!",0,2026-04-07T23:44:21Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@tsangma4948,Such a abrasive play,0,2026-04-02T18:42:18Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@riasgremory3320,Double k dream tag team connection,0,2026-03-30T08:30:12Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@glorytahj,4:35:50 why tf are u showing handcam at lord🫩,0,2026-03-30T07:37:38Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@xnotz,navi is lyk… pro ball dropper 🤷‍♀️,0,2026-03-29T22:50:12Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@bulletclash9188,Navi needs a marksman and a proper roamer,0,2026-03-29T09:22:56Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@kristinavitug6466,not the caster cursing navi again and again hahaha,0,2026-03-29T01:48:04Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
KVQYD7p7TMQ,@tinuwu_1,"Coach Aldo is a good addition to the casting desk, his insight is really good. With time he’ll get more comfortable!

Albert’s Fanny was on point today. Treacky was a little nervous early, but his Selena proved why he was part of Evos’ current lineup. 

I wasn’t expecting back to back losses for AE, must be a curse after M7. But Onic is definitely scarier now with Kelra, Arfy got high diffed. Kairi def delivered with his Game 2 Harley

Man…TLID’s late game vs NAVI’s early. Everyone definitely underestimated TL’s lineup, they did very well after Kyou got his power spikes. Winning early three games in row and still a losing result. Coach Ynot is gonna have a busy week hahaha",10,2026-03-28T17:02:09Z,MPL Indonesia Season 17,🔴 LIVE | MPL ID S17 | Regular Season Day 2 Week 1 | English
IiAStuRRTB8,@augustovaca2328,El sub campeón del mundo afuera de la liga :v,1,2026-05-24T23:46:13Z,MPL ID S17,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 9 | English
IiAStuRRTB8,@sarimugaming,Why muessa and dolyn benched ?,2,2026-05-24T18:39:33Z,MPL ID S17,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 9 | English
IiAStuRRTB8,@markcuizon21,Pak pulung always against onic 😂😂,1,2026-05-24T18:38:24Z,MPL ID S17,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 9 | English
IiAStuRRTB8,@teckgsraw,RRQ: GG NT SORI GG NT SORI,1,2026-05-24T17:59:24Z,MPL ID S17,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 9 | English
IiAStuRRTB8,@GirishPatil-r1g,Let's go kelra lots of love from India 🇮🇳 My idol❤,23,2026-05-24T17:46:15Z,MPL ID S17,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 9 | English
IiAStuRRTB8,@Ohsuperjas,Is it just me or the 2 female hosts look awkward. It’s like they’re overpowering each other and a bit over performative. The slim new host doesnt let Klara speak. She talks too much,3,2026-05-24T16:39:04Z,MPL ID S17,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 9 | English
og8nbJ2InZA,@YuraChristina,Change Arfy,0,2026-04-02T20:01:06Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@kennypinor7796,and that's how you shut a bias caster down 😂,1,2026-03-31T03:34:14Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@Taletales14,bro evos benched a filipino player again?,0,2026-03-29T06:46:02Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@petseries2980,sad arashi bias caster,1,2026-03-28T22:21:57Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@g3Lo-13,the 2 winning team has PH import hahahhahahah,1,2026-03-28T13:16:15Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@thestorytellerpeter,"RRQ zero

Caster said ""Did you know YSS and Lylia has a 0% winrate...combined""...

Then NaVi stumped RRQ

""The Kingdom is... "" you mean the back alleys?

ROFL RRQ bias casters get smashed",0,2026-03-28T01:15:06Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@7sn_Ko-Ly,Bro why is it so chaotic,1,2026-03-27T19:14:37Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@EmeritoRollon,Team fight p more haha...mga weak.,0,2026-03-27T19:03:15Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@EmeritoRollon,Bubolok ng galawan...paramihan ng kill...d n ata mag u upprade haha,0,2026-03-27T18:36:54Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@boomy7794,"Wow BTR discipline is like seeing Rora PH playing. Nice
 Hope they play like this always.or better.

PS: Thank you for Mirko for Translating the post op interview. You da MVP BRO!!❤",4,2026-03-27T17:00:16Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@Patrioticpinoy12,Navi playing like onic ph in 2026 is not in my book,2,2026-03-27T16:52:37Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@jbcz5166,It's just team fights and chaos. 😭,0,2026-03-27T16:45:20Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@muhammadumar2165,SUPER BOOOT,0,2026-03-27T16:43:25Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@augustovaca2328,F RRQ F KENN,1,2026-03-27T15:44:00Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@JoyTania,New navi,4,2026-03-27T15:15:49Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@dantesonofsparda8126,King of what?,4,2026-03-27T14:53:31Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@mapalanggaon8699,RRQuit 😅,1,2026-03-27T14:31:13Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@REYMILIBANA,RRQ😂😂😂,0,2026-03-27T14:20:48Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@Anasshlo2012,Second one,0,2026-03-27T14:01:45Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
og8nbJ2InZA,@atelokimlbb,5:04:50 kuya @ZEkilled 😂😂😂 best mentioned multiple times 😂,0,2026-03-27T13:21:20Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 1 Week 1 | English
rPHEmwiwnik,@Aranisthebextexpinthe_world,Looking back it was crazy seeing Yawi carrying this team against prime onic not to mention this was before Yehzekiel and Aran get recognition so people probably thought this was Yawi with c tier player carrying them to victory against S tier team,4,2026-04-27T17:11:54Z,MPL Indonesia Week 1,YAWI🇵🇭 gives KAIRI🇵🇭 his 1st MPL ID🇮🇩 LOSS😳 #mlbb #shorts
rPHEmwiwnik,@eur1163,LUL as if they're not both from PH,1,2026-04-23T14:21:08Z,MPL Indonesia Week 1,YAWI🇵🇭 gives KAIRI🇵🇭 his 1st MPL ID🇮🇩 LOSS😳 #mlbb #shorts
rPHEmwiwnik,@RevolveRSama,"Bruh, thats albert, no tkairi",0,2026-04-22T06:06:20Z,MPL Indonesia Week 1,YAWI🇵🇭 gives KAIRI🇵🇭 his 1st MPL ID🇮🇩 LOSS😳 #mlbb #shorts
rPHEmwiwnik,@Frey12579,That's Albert not Kairi,0,2026-04-20T04:53:58Z,MPL Indonesia Week 1,YAWI🇵🇭 gives KAIRI🇵🇭 his 1st MPL ID🇮🇩 LOSS😳 #mlbb #shorts
rPHEmwiwnik,@jamespatricio8543,yawi is in ID?,3,2026-04-08T02:46:24Z,MPL Indonesia Week 1,YAWI🇵🇭 gives KAIRI🇵🇭 his 1st MPL ID🇮🇩 LOSS😳 #mlbb #shorts
5ylqhmQn-CE,@StephanieJulian-m5r,"Girl caster: ""Do you wanna get merried""
Mirko: What?... ahhh",0,2026-04-14T01:37:34Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@sush596,What's wrong with the lady MC's voice 😂😂 towards the end 😂😂😂 7:37:35,0,2026-04-07T17:03:36Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@dafaryarmd,"7:37:35

AETERNA DESAH😂😅😆🙏",2,2026-04-05T15:41:14Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@jhenyjhe2573,They should change the region name to MPLPHID,0,2026-04-04T02:52:12Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@hesoyamnine9956,Do you want to get married. Casters hhhmmm anyway 😅,0,2026-04-02T05:11:24Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@conradsmithlacsina4166,Go Kelra enjoy mo lang jan sa Indonesia and thanks for representing the Philippines so well.,0,2026-04-02T02:35:57Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@YeminHtet-v5l,4 v 5 😂 Fanny is useless,0,2026-04-02T02:26:52Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@xequtxgaming,Which Karrie skin is this? I never seen it,0,2026-04-01T21:30:16Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@rahul-smil,Fix matches,0,2026-04-01T09:04:56Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@Blueeeweys_hubby,Kiboy ult so good lutpi and kelra starting screaming 😂,0,2026-04-01T06:12:48Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@roysampurna-8,"7:38:21 what are u guys discussing man????🤣🤣🤣, it's an international live stream guys, try to be more professional 😆😆",1,2026-04-01T05:55:53Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@IAmMrHowTo,Filipino here. I watch MPL ID for the Triple K.,0,2026-03-31T20:45:54Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@jolliprinceestose4927,Lutlpi di marunong mag yz hahahaha,0,2026-03-31T18:01:37Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@thebutterflywhokilledme,nagyabang na naman si SANZ binubuhat lang naman haha,0,2026-03-31T10:46:32Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@justinedavesayson147,I thought aeterna fluent in tagalog but she hard tine translating it.,0,2026-03-31T10:02:39Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@sprazini3014,"7:37:35 😭😭😭😭

March 31, 2026",2,2026-03-31T05:00:53Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@Kwekkwek10,BUHAT NA BUHAT KAYO  SA KELRA NAMIN  ah 😅 classic  lng kasi alam nyo 😅,0,2026-03-30T14:13:18Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@SjsjddhDndndjdj,Gold standard,0,2026-03-30T12:41:27Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@SjsjddhDndndjdj,Kelra idol,0,2026-03-30T12:40:52Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@venomdiwas7413,Karma for rrq rrq need Skyler,0,2026-03-30T06:43:06Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@Jahzwinn,TLID bouncing back fr!,0,2026-03-30T02:19:01Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@nclff7060,💇‍♂️💇👶,0,2026-03-30T01:38:39Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@cvcodes,Mirko going streamer mode 7:37:41,0,2026-03-30T01:36:17Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@UnOfficialD,7:41:50 is that vonz?,0,2026-03-30T00:11:31Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@cedjistaken,"Casters are in a different realm, Filipino caster tried not to be bias, but them, they are really expressing it specially during onic vs rrq game 😂",4,2026-03-29T23:36:03Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@atungkips,Nael is a joke man,0,2026-03-29T23:12:21Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@guikamei8624,Idok Rinz Skylar Dyren Sutsujin was the best combination... i never expect RRQ to be in 0 win till now,0,2026-03-29T21:25:23Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@UntoldStories-s5r,Why emann dont play,0,2026-03-29T21:08:29Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@pianobaibhavv2954,kelra is such a carry,5,2026-03-29T19:36:58Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@SpawnRari1138,"This woman should always cast, she actually knows how to cast, she describes tactics as where the other one just knows how to scream, i think he name is Brigida? She shouldn't be a caster. She may know how to play but more than half of the time all she says it's ""yea"" or repeats what the others saying. Day two she said ""fight that thing"" FIGHT THAT THING? Really? Hahaha teach her how to describe gameplay. Anyway, this is my humble opinion, not hating on her, just that this woman brings more knowledge into the game. You can tell there's a huge gap in knowledge between the two. Shout-out to Aeterna and Mirko, he's my favorite caster. PS- I love it when Aeterna asks questions because it isn't much for herself, but for the audience to get information, when she asks and the others respond, they give such a wise answer that has helped me in game, such answers can only come from a spot-on wise question",17,2026-03-29T19:31:06Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@jaysonflores7488,Hindi man lang nagamit ung spell ni kelra nung game 2😂😂😂,0,2026-03-29T18:39:35Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@febmarsescon,Mas mahirap pa interview kesa mag laro Kay kelra eh hahah,3,2026-03-29T18:18:22Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
5ylqhmQn-CE,@noobfanny-mp6ib,Kelra only struggle with interview 😂,10,2026-03-29T17:57:28Z,MPL Indonesia Week 1,🔴 LIVE | MPL ID S17 | Regular Season Day 3 Week 1 | English
